Салат с цветной капустой, говядиной и горошком;300 г говядины, 200 г зеленого горошка, 200 г цветной капусты, 150 г маринованных огурцов, 2 яйца, 100 г луказаправка: 150 г сметаны, 2–3 зубчика чеснока, зелень по вкусу, соль, перец;https://www.say7.info/cook/recipe/1239-Salat-cvetnoy.html
Салат с мясом, помидорами и яйцами;300 г филе говядины, 12 помидорок черри, 8 перепелиных яиц, листья зеленого салатазаправка: 5 ст.л. растительного масла, 1 ст.л. уксуса 6%, 1 ч.л. горчицы, 2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/427-Salat-myasom.html
Салат со свеклой, сухариками и творожным сыром;350 г свеклы, 150 г творожного сыра, 100 г батона, 1 ст.л. сушеных трав, салатзаправка: 50 мл растительного масла, 10 мл уксуса 5–9%, 1 ст.л. горчицы, 2 зубчика чеснока, сок половины лайма, соль, перец;https://www.say7.info/cook/recipe/1195-Salat-svekloy.html
Салат «Дачный»;250 г горбуши в масле, 200 г картофеля, 300 г болгарского перца, 100 г редиса, 15 помидорок черри, зелень по вкусу, соль, растительное масло;https://www.say7.info/cook/recipe/571-Salat-Dachnyiy.html
Салат с баклажанами, помидорами и моцареллой;250 г баклажанов, 100 г моцареллы, 150 г помидоров, 150 г зеленого салата, лук порейзаправка: 3 ст.л. растительного масла, 2 ч.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/966-Salat.html
Салат «Крабик»;100 г крабового мяса или крабовых палочек, 200 г консервированной кукурузы, 2 яйца, 100 г вареного риса, 50 г крабовых чипсов, майонез;https://www.say7.info/cook/recipe/260-Salat-Krabik.html
Салат с ветчиной, помидорами, огурцами и маринованным луком;200 г ветчины, 200 г огурцов, 200 г помидоров, 150 г лука, зеленый салат, соль, перецмаринад: 10 ст.л. уксуса 6%, 3 ст.л. сахара, 15 ст.л. водызаправка: 5 ст.л. растительного масла, 3 ст.л. уксуса 6%, 1 ст.л. горчицы;https://www.say7.info/cook/recipe/620-Salat-vetchinoy.html
Салат с колбасой, картофелем и грибами;200 г копченой колбасы, 350 г картофеля, 200 г яблок, 250 г маринованных шампиньонов, майонез;https://www.say7.info/cook/recipe/406-Salat-kolbasoy.html
Салат с кальмарами и крабовыми палочками;500 г кальмаров, 240 г крабовых палочек, 250 г ветчины, соль, майонез;https://www.say7.info/cook/recipe/79-Salat-kalmarami.html
Салат с печенью трески, рисом и яйцами;300 г печени трески, 3 яйца, 200 г отварного риса, 150 г лука, соль, майонез;https://www.say7.info/cook/recipe/248-Salat-pechenju.html
Салат со свининой и фунчозой;300 г филе свинины, 100 г фунчозы, 3 яйца, 150 г лука, соль, перец, растительное масло;https://www.say7.info/cook/recipe/1073-Salat-svininoy.html
Салат «Царь Китая»;200 г куриного филе, 350 г болгарского перца, 250 г моркови, 300 г огурцов, 300 г редькиСоус: 5 ст. л. соевого соуса, 5 ст. л. воды, 3 зубчика чеснока;https://www.say7.info/cook/recipe/33-Salat-Car-Kitaya.html
Салат с грибами, куриным филе и рукколой;150 г куриного филе, 150 г грибов, 100 г лука, 150 г стеблей сельдерея, 150 г помидоров, 150 г огурцов, 100 г рукколы, растительное масло, соль, перецзаправка: 50 мл растительного масла, 20 мл уксуса 6–9%, 1 ст.л. горчицы;https://www.say7.info/cook/recipe/1356-Salat-gribami.html
Салат с грушей, козьим сыром и рукколой;200 г козьего сыра, 300 г груш, рукколазаправка: 50 мл растительного масла, ½ апельсина, 1 ст.л. горчицы, 1 ст.л. меда, соль;https://www.say7.info/cook/recipe/1169-Salat-grushey.html
Салат с баклажанами, фунчозой и говядиной;300 г филе говядины, 250 г баклажанов, 250 г помидоров, 100 г фунчозы, 150 г лука, зелень по вкусу, соль, перец, растительное масло;https://www.say7.info/cook/recipe/981-Salat.html
Салат с вешенками, карпаччо и черри;300 г вешенок, 150 г карпаччо, 3 яйца, 20 помидорок черри, салат радичио, 150 г лука, растительное маслозаправка: 5 ст.л. майонеза, 2 ч.л. горчицы, зелень по вкусу, соль, перец;https://www.say7.info/cook/recipe/954-Salat-veshenkami.html
Салат с охотничьими колбасками и сухариками;200 г охотничьих колбасок, 100 г сыра, 100 г батона, 100 моркови по корейски, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/1143-Salat.html
Салат «Бычок»;200 г куриного филе, 300 г картофеля, 4 яйца, 1 баночка зеленого горошка, майонез, сольдля украшения: колбаса, сыр, маслины;https://www.say7.info/cook/recipe/646-Salat-Byichok.html
Салат «Капуста для козочки»;500 г окорочков, 200 г зеленого горошка, 3 яйца, 150 г лука, 300 г грибов, укроп, 2–3 зубчика чеснока, 4 листика шалфея, 2 ч.л. сушеных трав, майонез, соль, перец, растительное масло, листья зеленого салата;https://www.say7.info/cook/recipe/1003-Salat-Kapusta-dlya.html
Салат «Косточка»;350 г филе говядины, 100 г моркови по‑корейски, 100 г маринованных огурцов, 4 яйца, 150 г лука, 1–2 лавровых листа, 5–7 горошин душистого перца, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/1161-Salat-Kostochka.html
Салат «Новогодний»;300 г филе индейки, 5 яиц, 150 г чернослива, 100 г грецких орехов, 100 г сыра, майонез, соль;https://www.say7.info/cook/recipe/515-Salat-Novogodniy.html
Салат «Морковка»;200 г филе индейки, 300 г картофеля, 300 г грибов, 300 г моркови, 2 яйца, 150 г лука, майонез, соль, укроп, растительное масло;https://www.say7.info/cook/recipe/785-Salat-Morkovka.html
Салат «Подкова на счастье»;150 г крабового мяса, 300 г авокадо, 4–5 ст.л. красной икры, 2 яйца, 150 г сыра, майонез;https://www.say7.info/cook/recipe/934-Salat-Podkova.html
Салат «Сыр для мышки»;500 г куриных бедрышек, 300 г пекинской капусты, 10 перепелиных яиц + 2 на украшение, 100 г сыра, 1 ст.л. сушеных трав, соль, перец, майонездля украшения: редис, гвоздика, красный или черный перец горошек;https://www.say7.info/cook/recipe/1324-Salat-Syir-dlya.html
Салат с куриным филе и огурцами в апельсине;3–4 апельсина, 300 г куриного филе, 200 г огурцов, соль, майонез;https://www.say7.info/cook/recipe/514-Salat-kurinyim.html
Салат «Пасхальное яйцо»;250 г окорока, 300 г картофеля, 5 яиц, лук порей, 150 г моркови, майонез, соль, перец, растительное маслодля украшения: разноцветный болгарский перец, зелень;https://www.say7.info/cook/recipe/907-Salat-Paskhalnoe.html
Салат «Мимоза»;200 г консервированной в масле рыбы, 300 г картофеля, 200 г моркови, 150 г лука, 4 яйца, соль, майонез;https://www.say7.info/cook/recipe/56-Salat-Mimoza.html
Салат «Цезарь»;200 г салата Ромэн, 50–70 г пармезанагренки: 100 г батона, 3 ст.л. растительного масла, 2 зубчика чеснокасоус: 1 яйцо, 1 ч.л. горчицы, 1 ст.л. лимонного сока, 3 ст.л. растительного масла, 1 ч.л. вустерского соуса, соль, перец;https://www.say7.info/cook/recipe/1008-Salat-Cezar.html
Салат с фунчозой, морковью по-корейски и мясом;100 г фунчозы, 200 г говядины, 150 г моркови по‑корейски, 200 г огурцов, 200 г болгарского перцазаправка: 50 мл соевого соуса, 1 зубчик чеснока, небольшой кусочек имбиря;https://www.say7.info/cook/recipe/1343-Salat-funchozoy.html
Салат «Кобб»;300 г куриного филе, 250 г помидоров, 10 перепелиных яиц, 350 г авокадо, 100 г бекона, 100 г сыра с голубой плесенью, 100 г стеблей сельдерея, 200 г салата ромен, зеленый лукзаправка: 70 мл растительного масла, 30 мл винного уксуса 6–9%, 1 ст.л. дижонской горчицы, 1–2 зубчика чеснока, лимон, ¼ ч.л. сахара, соль, перец;https://www.say7.info/cook/recipe/1434-Salat-Kobb.html
Салат с креветками, моцареллой и черри;250 г отварных почищенных креветок, 150 г моцареллы, 200 г помидоров, 100 г зеленого салатазаправка: 30 мл растительного масла, лимон, 2 ч.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1377-Salat.html
Салат с кукурузой;250 г крабовых палочек, 250 г консервированной кукурузы, 3 яйца, 150 г лука, майонез, соль;https://www.say7.info/cook/recipe/18-Salat-kukuruzoy.html
Салат «Гранатовый браслет»;300 г куриного филе, 150 г лука, 300 г картофеля, 300 г свеклы, 50 г грецких орехов, 1 большой гранат, соль, майонез;https://www.say7.info/cook/recipe/207-Salat-Granatovyiy.html
Греческий салат;500 г помидоров, 350 г болгарского перца, 400 г огурцов, 150 г лука, 200 г феты, 150 г маслинсоус: 5 ст.л. оливкового или подсолнечного масла, 2 ст.л. лимонного сока, 1 ст.л. орегано, соль, перец;https://www.say7.info/cook/recipe/61-Grecheskiy-salat.html
Салат «Весенний день»;300 г куриного филе, 3 яйца, 400 г картофеля, 300 г моркови, 200 г маринованных шампиньонов, лук порей или репчатый, соль, майонез;https://www.say7.info/cook/recipe/278-Salat-Vesenniy.html
Салат с маринованным перцем, мясом и помидорами;200 г мяса, 250 г маринованного перца, 200 г помидоров, 200 г консервированной фасоли, 200 г зеленого салатазаправка: 50 мл растительного масла, 10 мл уксуса 5–9%, 1 ч.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1466-Salat.html
Салат с яйцом-пашот, помидорами и моцареллой;20–25 помидорок черри, 20 маленьких шариков моцареллы, 100 г зеленого салата, сок половины лайма, 5 ст.л. растительного масла, соль, перецяйца-пашот: 3 яйца, 2 литра воды, 1 ч.л. соли, 2 ст.л. уксуса 6–9%;https://www.say7.info/cook/recipe/930-Salat.html
Салат с тунцом, помидорами и яйцами;150 г тунца, 10 перепелиных яиц, 150 г томатов, 50 г лука, 100 г зеленого салатазаправка: 30 мл растительного масла, 10 мл яблочного уксуса, базилик, соль, перец;https://www.say7.info/cook/recipe/1314-Salat-tuncom.html
Салат с индейкой, овощами и фасолью;200 г консервированной фасоли, 300 г индейки, 200 г огурцов, 200 г помидоров, 150 г перца, 150 г зеленого салата, сметана, 2 зубчика чеснока, соль, перец;https://www.say7.info/cook/recipe/1349-Salat-indeykoy.html
Салат с креветками, сухариками и яйцами;300 г креветок, 100–150 г батона, 8 перепелиных яиц, листья салата, майонез, соль, перец, растительное масло;https://www.say7.info/cook/recipe/477-Salat.html
Салат «Тигренок»;400 г картофеля, 200 г колбасы, 200 г огурцов, лук-порей или 150 г репчатого лука, 3 яйца, 400 г моркови, майонез, соль, перецдля украшения: маслины;https://www.say7.info/cook/recipe/736-Salat-Tigrenok.html
Салат с нутом и черри;200 г нута, 200 г помидоров, 100 г лука, 150 г зеленого салатазаправка: 50 мл растительного масла, 1 ст.л. уксуса 6–9%, 1 ст.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1473-Salat-nutom.html
Салат с малосольной форелью, черри и моцареллой;200 г малосольной форели, 200 г помидоров, 150 г моцареллы, 150 г салата, 4–5 яицзаправка: 50 мл растительного масла, лимон, 1 ст.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1489-Salat.html
Салат с сельдереем, шпинатом и куриным филе;300 г куриного филе, 100 г корня сельдерея, 250 г помидоров, 200 г огурцов, 100 г шпинатазаправка: 5 ст.л. растительного масла, 1 ч.л. натертого корня имбиря, 50 мл сока лайма, соль, перец;https://www.say7.info/cook/recipe/1019-Salat.html
Салат «Цезарь» с курицей;200 г батона, 300 г куриного филе, 1 большой пучок салата, 50 г пармезана, 1 зубчик чеснока, оливковое маслоДля заправки: 2 вареных желтка, 2 ч.л. горчицы, 1 зубчик чеснока, 2 ст.л. лимонного сока, 1 ч.л. 6% уксуса, 100 мл оливкового масла, соль, перец;https://www.say7.info/cook/recipe/115-Salat-Cezar.html
Салат с кальмарами и помидорами;500 г кальмаров, 250 г помидоров, 100 г зеленого салата, 100 г лука порейзаправка: 50 мл растительного масла, лимон, 1 ст.л. горчицы, соль, перец;https://www.say7.info/cook/recipe/1423-Salat-kalmarami.html
